system_ind,typology
00280000000000038e5c,MUR/LWAL/DNO
00280000000000038e8d,MUR/LWAL/DNO
0028000000000000a1ef,MUR/LWAL/DNO
0028000000000000a208,MUR/LWAL/DNO
0028000000000000a20a,CR/LFINF/DNO
0028000000000000a226,MUR/LWAL/DNO
0028000000000001f9f4,MUR/LWAL/DNO
0028000000000001f9f9,MUR/LWAL/DNO
0028000000000000382c,CR/LFINF/DNO
"00280000000000003844",MUR/LWAL/DNO
"00280000000000003869",MUR/LWAL/DNO
002800000000000361c3,MCF/LWAL/DNO
0028000000000001bac5,CR/LFINF/DUC
0028000000000001baee,MUR/LWAL/DNO
00280000000000000a7c,CR/LFINF/DNO
00280000000000000aa8,CR/LFINF/DUC
00280000000000000ab0,CR/LWAL/DUC
"00280000000000033720",MUR/LWAL/DNO
0028000000000003373b,MUR/LWAL/DNO
00280000000000019cb3,MUR/LWAL/DNO
002800000000000337cb,CR/LFINF/DNO
00280000000000030b71,MUR/LWAL/DNO
00280000000000030b90,MUR/LWAL/DNO
00280000000000030b96,CR/LFINF/DUC
00280000000000030b9a,MUR/LWAL/DNO
00280000000000030bef,CR/LFINF/DNO
0028000000000000eaf0,MUR/LWAL/DNO
0028000000000000eafc,MUR/LWAL/DNO
0028000000000000eb39,MUR/LWAL/DNO
0028000000000000eb7e,MUR/LWAL/DNO
0028000000000000eb93,MUR/LWAL/DNO
0028000000000000eb94,CR/LFINF/DUC
00280000000000022c4c,MUR/LWAL/DNO
00280000000000022c6e,MUR/LWAL/DNO
00280000000000022c8a,CR/LWAL/DUC
"00280000000000011956",MUR/LWAL/DNO
00280000000000024bac,MUR/LWAL/DNO
002800000000000119bd,CR/LFINF/DNO
002800000000000119c1,MUR/LWAL/DNO
00280000000000024be7,MUR/LWAL/DNO
0028000000000002de7f,CR/LWAL/DUC
00280000000000015ec9,MUR/LWAL/DNO
00280000000000015ecb,CR/LFINF/DNO
0028000000000002dec3,CR/LFINF/DNO
0028000000000002dec6,MUR/LWAL/DNO
0028000000000002deee,CR/LFINF/DNO
0028000000000000bd2f,CR/LFINF/DNO
0028000000000000bd6a,MUR/LWAL/DNO
"00280000000000020d05",MUR/LWAL/DNO
0028000000000000bdbc,CR/LFINF/DUC
0028000000000002be43,MUR/LWAL/DNO
0028000000000002be4c,MUR/LWAL/DNO
0028000000000002be66,CR/LFINF/DNO
0028000000000001ed80,MUR/LWAL/DNO
0028000000000001eda5,MUR/LWAL/DNO
0028000000000003aa54,MUR/LWAL/DNO
0028000000000003aa60,CR/LFINF/DNO
0028000000000003aa61,MUR/LWAL/DNO
0028000000000003aa6a,CR/LFINF/DNO
0028000000000003aa70,MUR/LWAL/DNO
"00280000000000005356",MUR/LWAL/DNO
002800000000000053a1,MUR/LWAL/DNO
0028000000000001d05d,MUR/LWAL/DNO
002800000000000380f2,MUR/LWAL/DNO
0028000000000003813d,MUR/LWAL/DNO
0028000000000001d09a,MUR/LWAL/DNO
0028000000000003817b,CR/LFINF/DNO
0028000000000003817c,MUR/LWAL/DNO
00280000000000027f05,MUR/LWAL/DNO
0028000000000000268b,MUR/LWAL/DNO
002800000000000026b5,MUR/LWAL/DNO
00280000000000027f56,MUR/LWAL/DNO
002800000000000026ec,MCF/LWAL/DNO
"00280000000000032779",CR/LFINF/DNO
002800000000000191c6,MUR/LWAL/DNO
0028000000000003279a,MUR/LWAL/DNO
002800000000000327be,CR/LFINF/DUC
"002800000000000327d7",MUR/LWAL/DNO
"002800000000000191e2",MCF/LWAL/DNO
"002800000000000191e8",MUR/LWAL/DNO
0028000000000001b16c,MUR/LWAL/DNO
002800000000000354f4,MUR/LWAL/DNO
002800000000000134df,MR/LWAL/DNO
00280000000000025ee0,MUR/LWAL/DNO
"00280000000000013525",CR/LFINF/DNO
0028000000000001353f,CR/LDUAL/DUC
002800000000000106eb,MUR/LWAL/DNO
"00280000000000010734",CR/LFINF/DNO
00280000000000023ee6,CR/LFINF/DNO
00280000000000023ef6,MUR/LWAL/DNO
0028000000000001077e,CR/LFINF/DNO
0028000000000002fb3d,MCF/LWAL/DUC
0028000000000002fb75,MUR/LWAL/DNO
0028000000000002fb92,CR/LFINF/DNO
"0028000000000000d992",MUR/LWAL/DNO
0028000000000000d9a3,MUR/LWAL/DNO
0028000000000000d9b2,MUR/LWAL/DNO
0028000000000000d9bd,MUR/LWAL/DNO
0028000000000000d9e4,CR/LFINF/DUC
"00280000000000022016",CR/LFINF/DNO
"00280000000000022024",MUR/LWAL/DNO
0028000000000002202b,MUR/LWAL/DNO
"00280000000000022035",MUR/LWAL/DNO
0028000000000000da35,MUR/LWAL/DNO
0028000000000002cc9a,MUR/LWAL/DNO
0028000000000002ccce,MUR/LWAL/DNO
0028000000000002cd14,CR/LFINF/DNO
0028000000000002cd37,CR/LFINF/DNO
"00280000000000039d03",MCF/LWAL/DNO
"00280000000000039d34",MUR/LWAL/DNO
00280000000000039d6c,MCF/LWAL/DNO
"0028000000000001e491",CR/LFINF/DUC
0028000000000000af83,MUR/LWAL/DNO
0028000000000000aff7,MUR/LWAL/DNO
"00280000000000020394",MUR/LWAL/DNO
0028000000000000b031,MUR/LWAL/DNO
0028000000000000b044,MUR/LWAL/DNO
002800000000000203b0,MCF/LWAL/DNO
002800000000000203ca,CR/LFINF/DNO
"002800000000000203d1",MUR/LWAL/DNO
0028000000000000b04e,CR/LFINF/DNO
"002800000000000203e7",MUR/LWAL/DNO
00280000000000006df6,MUR/LWAL/DNO
"00280000000000006e45",MUR/LWAL/DNO
"00280000000000006e71",CR/LFINF/DNO
0028000000000001c42c,MUR/LWAL/DNO
"00280000000000037032",MR/LWAL/DNO
"00280000000000037051",CR/LFINF/DNO
0028000000000001c4b0,MUR/LWAL/DNO
"00280000000000037057",MUR/LWAL/DNO
002800000000000041aa,CR/LFINF/DUC
"002800000000000041e1",MUR/LWAL/DNO
"00280000000000029309",MCF/LWAL/DNO
"00280000000000012378",MUR/LWAL/DNO
002800000000000123a4,MUR/LWAL/DNO
002800000000000123c8,MUR/LWAL/DNO
"002800000000000123e1",CR/LFINF/DUC
002800000000000013c0,MUR/LWAL/DNO
002800000000000013c4,MUR/LWAL/DNO
0028000000000000141c,MUR/LWAL/DNO
"00280000000000001423",MUR/LWAL/DNO
"00280000000000027243",MUR/LWAL/DNO
0028000000000000146a,CR/LFINF/DNO
0028000000000001a4ce,MUR/LWAL/DNO
0028000000000001a4e7,MUR/LWAL/DNO
002800000000000343cd,MUR/LWAL/DNO
0028000000000001a52a,CR/LFINF/DUC
0028000000000000f981,MUR/LWAL/DNO
0028000000000000f990,CR/LFINF/DUC
002800000000000235c5,MUR/LWAL/DNO
0028000000000001853e,CR/LFINF/DNO
002800000000000315c1,MUR/LWAL/DNO
"00280000000000018570",MCF/LWAL/DNO
"00280000000000018571",CR/LFINF/DUC
002800000000000185c3,CR/LFINF/DUC
0028000000000000ccc1,MUR/LWAL/DNO
00280000000000008dd3,MUR/LWAL/DNO
002800000000000145f4,MUR/LWAL/DNO
"00280000000000014601",CR/LDUAL/DUC
"00280000000000014610",MUR/LWAL/DNO
"00280000000000008e76",MCF/LWAL/DNO
0028000000000002a576,MUR/LWAL/DNO
0028000000000002a5da,MUR/LWAL/DNO
00280000000000009e5c,MUR/LWAL/DNO
00280000000000009ef7,CR/LFINF/DNO
00280000000000002f8f,MUR/LWAL/DNO
"00280000000000003032",MUR/LWAL/DNO
0028000000000002865f,MUR/LWAL/DNO
"00280000000000028663",MUR/LWAL/DNO
0028000000000001b82a,MUR/LWAL/DNO
0028000000000001b85b,CR/LFINF/DNO
00280000000000035e4f,MUR/LWAL/DNO
0028000000000001b866,MUR/LWAL/DNO
0028000000000001b86e,MCF/LWAL/DUC
0028000000000001b883,MUR/LWAL/DNO
0028000000000001b8c1,CR/LWAL/DUC
0028000000000001d7b6,CR/LFINF/DUC
00280000000000038b7d,CR/LFINF/DNO
00280000000000038ba4,MUR/LWAL/DNO
"0028000000000001d811",MUR/LWAL/DNO
0028000000000001d81a,MUR/LWAL/DNO
00280000000000038c19,CR/LFINF/DNO
00280000000000038c1f,CR/LFINF/DUC
002800000000000006c4,CR/LFINF/DUC
"00280000000000000708",CR/LFINF/DNO
0028000000000000070f,CR/LFINF/DNO
"00280000000000000738",CR/LFINF/DNO
002800000000000268c1,MUR/LWAL/DNO
0028000000000000076b,MR/LWAL/DNO
0028000000000001982d,MUR/LWAL/DNO
0028000000000001987c,MUR/LWAL/DNO
0028000000000001987e,MUR/LWAL/DNO
"00280000000000033168",MUR/LWAL/DNO
"00280000000000033183",MUR/LWAL/DNO
0028000000000001793b,MUR/LWAL/DNO
0028000000000003049f,MUR/LWAL/DNO
"00280000000000024961",MUR/LWAL/DNO
"00280000000000011684",MUR/LWAL/DNO
002800000000000158bc,MUR/LWAL/DNO
002800000000000158f6,MUR/LWAL/DNO
0028000000000001590b,MUR/LWAL/DNO
0028000000000002d6a4,MUR/LWAL/DNO
0028000000000001593c,MUR/LWAL/DNO
0028000000000002d6dc,MCF/LWAL/DNO
0028000000000000ba35,MUR/LWAL/DNO
0028000000000000ba9b,MUR/LWAL/DNO
0028000000000000ba9f,MUR/LWAL/DNO
0028000000000000babc,MUR/LWAL/DNO
0028000000000000badc,CR/LFINF/DNO
0028000000000000bae3,MCF/LWAL/DNO
00280000000000020b35,MUR/LWAL/DNO
"00280000000000022980",MUR/LWAL/DNO
0028000000000002299a,MUR/LWAL/DNO
0028000000000000e7ec,CR/LFINF/DNO
002800000000000229b2,MUR/LWAL/DNO
002800000000000229c2,MUR/LWAL/DNO
00280000000000022a0e,CR/LFINF/DNO
002800000000000078a2,MUR/LWAL/DNO
"002800000000000078d8",MUR/LWAL/DNO
0028000000000002b8ca,MUR/LWAL/DNO
"00280000000000007908",MR/LWAL/DNO
0028000000000002b908,CR/LFINF/DUC
0028000000000002b909,CR/LFINF/DNO
0028000000000003a6b0,MUR/LWAL/DNO
0028000000000001eb65,CR/LFINF/DNO
0028000000000003793c,MUR/LWAL/DNO
0028000000000001cb2c,MUR/LWAL/DNO
0028000000000003796c,MUR/LWAL/DNO
002800000000000379c6,CR/LFINF/DNO
0028000000000001cb65,MUR/LWAL/DNO
"002800000000000379e2",MUR/LWAL/DNO
00280000000000037a00,CR/LFINF/DNO
00280000000000027ca8,CR/LFINF/DNO
"00280000000000002374",CR/LFINF/DNO
00280000000000004fec,CR/LFINF/DNO
00280000000000029c93,MUR/LWAL/DNO
"00280000000000005041",MUR/LWAL/DNO
00280000000000029cbf,MUR/LWAL/DNO
00280000000000029cca,MUR/LWAL/DNO
0028000000000000506a,MUR/LWAL/DNO
0028000000000000506c,MUR/LWAL/DNO
0028000000000000506e,MUR/LWAL/DNO
0028000000000000508e,MUR/LWAL/DNO
"00280000000000029d13",MCF/LWAL/DNO
0028000000000001abfc,MUR/LWAL/DNO
0028000000000001abff,CR/LFINF/DNO
"00280000000000034d46",MUR/LWAL/DNO
"002800000000000130e3",MUR/LWAL/DNO
0028000000000001313d,MUR/LWAL/DNO
"00280000000000013145",CR/LFINF/DNO
0028000000000001315c,MUR/LWAL/DNO
"00280000000000013192",CR/LFINF/DNO
0028000000000002f2cb,MUR/LWAL/DNO
0028000000000002f355,MUR/LWAL/DNO
0028000000000002f364,CR/LFINF/DNO
00280000000000031f85,CR/LWAL/DUC
00280000000000018c3e,MUR/LWAL/DNO
00280000000000018c40,MUR/LWAL/DNO
00280000000000018c46,MUR/LWAL/DNO
00280000000000031fb0,MUR/LWAL/DNO
00280000000000031fc6,MUR/LWAL/DNO
00280000000000031fe2,MUR/LWAL/DNO
00280000000000018c5a,CR/LWAL/DUC
"00280000000000010433",MUR/LWAL/DNO
"00280000000000010470",MUR/LWAL/DNO
0028000000000001047d,MUR/LWAL/DNO
"00280000000000010492",CR/LFINF/DNO
0028000000000000d65f,MUR/LWAL/DNO
"0028000000000000d671",MUR/LWAL/DNO
"0028000000000000d672",CR/LFINF/DNO
"0028000000000000d675",MUR/LWAL/DNO
0028000000000000d68b,CR/LFINF/DNO
0028000000000002c941,MUR/LWAL/DNO
"00280000000000015001",CR/LFINF/DNO
0028000000000002c9c6,MUR/LWAL/DNO
0028000000000002c9d5,MUR/LWAL/DNO
0028000000000002c9d6,MUR/LWAL/DNO
0028000000000002c9da,MUR/LWAL/DNO
0028000000000001deb3,MUR/LWAL/DNO
0028000000000001ded3,MUR/LWAL/DNO
0028000000000001dee0,MUR/LWAL/DNO
0028000000000001def7,MUR/LWAL/DNO
0028000000000001df09,MUR/LWAL/DNO
"00280000000000039590",MUR/LWAL/DNO
0028000000000001fdc3,MUR/LWAL/DNO
0028000000000000a822,CR/LFINF/DNO
0028000000000000a823,CR/LFINF/DNO
0028000000000000a82c,CR/LFINF/DNO
00280000000000006ba8,MR/LWAL/DNO
00280000000000006bde,CR/LFINF/DNO
00280000000000006c0c,CR/LFINF/DNO
0028000000000002afe2,MUR/LWAL/DNO
00280000000000006c3c,CR/LFINF/DNO
0028000000000001befe,MUR/LWAL/DNO
"00280000000000036865",MR/LWAL/DNO
0028000000000003688d,MCF/LWAL/DNO
0028000000000001bf61,MUR/LWAL/DNO
00280000000000003de8,MUR/LWAL/DNO
00280000000000003e1f,MUR/LWAL/DNO
00280000000000003e3c,CR/LFINF/DNO
"00280000000000003e44",CR/LFINF/DUC
00280000000000003e5d,MUR/LWAL/DNO
"00280000000000029085",MUR/LWAL/DNO
"00280000000000001126",MUR/LWAL/DNO
"00280000000000001170",MUR/LWAL/DNO
"00280000000000001176",CR/LFINF/DNO
00280000000000033ba7,MUR/LWAL/DNO
00280000000000019f96,CR/LFINF/DNO
00280000000000033bef,MUR/LWAL/DNO
00280000000000033c29,CR/LFINF/DUC
0028000000000000f133,MUR/LWAL/DNO
0028000000000002300b,MUR/LWAL/DNO
0028000000000000f147,MUR/LWAL/DNO
0028000000000000f14f,CR/LFINF/DNO
0028000000000000f177,CR/LFINF/DUC
"00280000000000023021",MUR/LWAL/DNO
0028000000000000f1af,MUR/LWAL/DNO
"00280000000000023068",CR/LFINF/DUC
00280000000000011fc7,CR/LFINF/DUC
00280000000000011fd0,MUR/LWAL/DNO
00280000000000011fe2,MUR/LWAL/DNO
"00280000000000012011",CR/LFINF/DNO
"00280000000000012017",CR/LFINF/DNO
0028000000000001203c,CR/LFINF/DNO
"00280000000000012061",CR/LFINF/DUC
002800000000000182c7,MUR/LWAL/DNO
002800000000000312b3,CR/LFINF/DNO
002800000000000182ff,MUR/LWAL/DNO
"00280000000000018315",MUR/LWAL/DNO
002800000000000312df,MUR/LWAL/DNO
"00280000000000031303",CR/LFINF/DNO
0028000000000000c44c,MUR/LWAL/DNO
0028000000000000c474,MUR/LWAL/DNO
0028000000000000c4bd,CR/LFINF/DNO
002800000000000211dd,MUR/LWAL/DNO
"00280000000000016371",MUR/LWAL/DNO
0028000000000001638b,MUR/LWAL/DNO
00280000000000005af1,MUR/LWAL/DNO
"00280000000000008697",MUR/LWAL/DNO
002800000000000086f5,MUR/LWAL/DNO
0028000000000002c2c6,MUR/LWAL/DNO
"00280000000000008700",CR/LFINF/DNO
"00280000000000008705",MCF/LWAL/DUC
0028000000000000870b,CR/LFINF/DNO
0028000000000002c2eb,CR/LFINF/DUC
"00280000000000008736",CR/LFINF/DNO
"002800000000000096e8",MUR/LWAL/DNO
"00280000000000009715",MUR/LWAL/DNO
0028000000000000972f,MUR/LWAL/DNO
0028000000000001f1d6,MUR/LWAL/DNO
0028000000000001f1df,CR/LFINF/DNO
0028000000000001f1e5,MUR/LWAL/DNO
0028000000000000974d,MUR/LWAL/DNO
"00280000000000028366",MUR/LWAL/DNO
00280000000000002c6d,MUR/LWAL/DNO
00280000000000002cd9,MR/LWAL/DNO
00280000000000002ceb,CR/LFINF/DNO
002800000000000283bf,MR/LWAL/DNO
00280000000000002cf7,MR/LWAL/DNO
00280000000000002cfb,CR/LFINF/DUC
"002800000000000283e3",MUR/LWAL/DNO
002800000000000283ea,MUR/LWAL/DNO
"0028000000000001d272",MUR/LWAL/DNO
002800000000000383f3,MCF/LWAL/DNO
"00280000000000038439",CR/LFINF/DNO
00280000000000013add,CR/LFINF/DNO
0028000000000002636e,MUR/LWAL/DNO
00280000000000013b13,MUR/LWAL/DNO
"00280000000000026385",CR/LFINF/DUC
"00280000000000032e50",CR/LFINF/DNO
"00280000000000019689",CR/LFINF/DNO
00280000000000032eaf,MUR/LWAL/DNO
00280000000000032eb0,MUR/LWAL/DNO
00280000000000035ac7,MUR/LWAL/DNO
00280000000000035ad7,MUR/LWAL/DNO
0028000000000001b5c9,MUR/LWAL/DNO
0028000000000001b604,MUR/LWAL/DNO
0028000000000001b60c,MUR/LWAL/DNO
00280000000000035b35,MUR/LWAL/DNO
"002800000000000300e2",CR/LFINF/DNO
0028000000000001770c,MUR/LWAL/DNO
"00280000000000017720",CR/LFINF/DUC
"00280000000000030183",MUR/LWAL/DNO
00280000000000010df0,MUR/LWAL/DNO
"00280000000000010e05",MUR/LWAL/DNO
"00280000000000010e45",MUR/LWAL/DNO
"00280000000000010e72",CR/LFINF/DNO
"002800000000000243d8",MUR/LWAL/DNO
"00280000000000010e90",MUR/LWAL/DNO
0028000000000002d37d,MUR/LWAL/DNO
"00280000000000015744",MUR/LWAL/DNO
"0028000000000002d415",MUR/LWAL/DNO
"0028000000000002d439",MR/LWAL/DNO
"0028000000000002d461",CR/LFINF/DUC
0028000000000000b246,MUR/LWAL/DNO
0028000000000000b2af,MUR/LWAL/DNO
0028000000000000b2eb,CR/LFINF/DNO
0028000000000000dfea,CR/LFINF/DNO
0028000000000000e01f,MUR/LWAL/DNO
0028000000000000e03d,MUR/LWAL/DNO
0028000000000002245b,MUR/LWAL/DNO
"00280000000000007545",CR/LFINF/DNO
0028000000000000758c,CR/LFINF/DNO
0028000000000000759c,MUR/LWAL/DNO
0028000000000003a36c,MUR/LWAL/DNO
"00280000000000004812",MUR/LWAL/DNO
"00280000000000004822",MUR/LWAL/DNO
"00280000000000029731",MUR/LWAL/DNO
0028000000000002973d,MUR/LWAL/DNO
0028000000000000485f,CR/LFINF/DUC
0028000000000001c95c,MUR/LWAL/DNO
0028000000000001c98a,MUR/LWAL/DNO
"00280000000000037762",MUR/LWAL/DNO
0028000000000001a9a3,MUR/LWAL/DNO
"00280000000000012929",MUR/LWAL/DNO
"002800000000000256e4",MUR/LWAL/DNO
002800000000000256eb,MUR/LWAL/DNO
0028000000000001298f,CR/LFINF/DNO
"00280000000000025719",MUR/LWAL/DNO
002800000000000129bb,MUR/LWAL/DNO
00280000000000001aec,MUR/LWAL/DNO
00280000000000001b13,MUR/LWAL/DNO
"00280000000000027719",MUR/LWAL/DNO
"00280000000000027738",MUR/LWAL/DNO
00280000000000001b72,CR/LFINF/DNO
00280000000000001b7d,MCF/LWAL/DNO
00280000000000001b82,CR/LFINF/DNO
00280000000000001b87,MUR/LWAL/DNO
002800000000000189a4,MCF/LWAL/DNO
00280000000000031c16,MUR/LWAL/DNO
002800000000000189b6,MCF/LWAL/DNO
00280000000000031c54,MUR/LWAL/DNO
002800000000000189f1,MCF/LWAL/DNO
0028000000000000fc48,MUR/LWAL/DNO
0028000000000000fc4e,MUR/LWAL/DNO
0028000000000000fc8f,MR/LWAL/DNO
00280000000000016a3c,MUR/LWAL/DNO
00280000000000016a4f,MUR/LWAL/DNO
00280000000000016a9c,MUR/LWAL/DNO
0028000000000000d20b,MUR/LWAL/DNO
0028000000000000d23b,CR/LFINF/DNO
0028000000000000d2dc,MUR/LWAL/DNO
00280000000000021b5f,CR/LFINF/DNO
00280000000000021b65,MUR/LWAL/DNO
00280000000000021b69,CR/LFINF/DNO
0028000000000003ad45,MUR/LWAL/DNO
00280000000000014a41,MUR/LWAL/DNO
00280000000000014a43,MUR/LWAL/DNO
0028000000000003ad6f,MUR/LWAL/DNO
0028000000000003ad7c,MUR/LWAL/DNO
00280000000000014aa9,MUR/LWAL/DNO
0028000000000000a539,MUR/LWAL/DNO
0028000000000000a5a9,MUR/LWAL/DNO
0028000000000000a5bb,MUR/LWAL/DNO
0028000000000000a5e5,CR/LFINF/DNO
0028000000000000a5fd,MUR/LWAL/DNO
0028000000000000a603,MUR/LWAL/DNO
0028000000000001fc55,MCF/LWAL/DNO
0028000000000000a60f,CR/LFINF/DNO
0028000000000000a616,MCF/LWAL/DNO
"002800000000000063d7",CR/LFINF/DUC
"00280000000000006411",MUR/LWAL/DNO
0028000000000000642c,CR/LFINF/DNO
0028000000000000643c,CR/LFINF/DNO
0028000000000002aa57,MUR/LWAL/DNO
"00280000000000006443",MUR/LWAL/DNO
"00280000000000006480",MUR/LWAL/DNO
0028000000000002aa8b,MCF/LWAL/DNO
0028000000000002aa99,MUR/LWAL/DNO
0028000000000001bc81,MCF/LWAL/DUC
0028000000000001bcb6,MUR/LWAL/DNO
0028000000000001bcc1,MUR/LWAL/DNO
002800000000000364f9,CR/LFINF/DNO
0028000000000003652f,MUR/LWAL/DNO
00280000000000028b4a,MUR/LWAL/DNO
00280000000000026bdd,MUR/LWAL/DNO
00280000000000000b60,MCF/LWAL/DUC
00280000000000000b65,MUR/LWAL/DNO
00280000000000000b91,CR/LWAL/DUC
00280000000000000b99,CR/LFINF/DNO
002800000000000337fe,MUR/LWAL/DNO
00280000000000019cfa,MUR/LWAL/DNO
"00280000000000033806",CR/LFINF/DNO
00280000000000019d1a,MR/LWAL/DNO
00280000000000019d2b,MUR/LWAL/DNO
"00280000000000019d30",MCF/LWAL/DNO
"00280000000000033857",MUR/LWAL/DNO
"00280000000000033861",MUR/LWAL/DNO
"00280000000000019d50",CR/LFINF/DNO
00280000000000019d5f,MCF/LWAL/DNO
0028000000000003388f,CR/LFINF/DNO
002800000000000338a1,CR/LFINF/DNO
00280000000000011c30,MUR/LWAL/DNO
00280000000000011caf,CR/LFINF/DNO
00280000000000024dc7,MUR/LWAL/DNO
00280000000000017d4d,MUR/LWAL/DNO
"00280000000000017d78",MUR/LWAL/DNO
00280000000000030aae,CR/LWAL/DUC
"00280000000000017d94",MUR/LWAL/DNO
00280000000000030abe,MUR/LWAL/DNO
00280000000000017dcc,MUR/LWAL/DNO
00280000000000030b21,MUR/LWAL/DNO
00280000000000030b22,CR/LFINF/DNO
0028000000000000c097,MUR/LWAL/DNO
0028000000000000c116,MUR/LWAL/DNO
00280000000000020f7f,MUR/LWAL/DNO
0028000000000000ee87,MUR/LWAL/DNO
0028000000000000ee95,MUR/LWAL/DNO
0028000000000000ee9b,MUR/LWAL/DNO
0028000000000000eea1,MUR/LWAL/DNO
0028000000000000eec0,MUR/LWAL/DNO
0028000000000000ef02,MR/LWAL/DNO
0028000000000000ef48,MUR/LWAL/DNO
0028000000000000ef5d,MUR/LWAL/DNO
00280000000000022eba,CR/LFINF/DUC
0028000000000002dde3,MUR/LWAL/DNO
0028000000000002de05,MUR/LWAL/DNO
"00280000000000015e30",MUR/LWAL/DNO
00280000000000007faa,MUR/LWAL/DNO
00280000000000007fc6,MUR/LWAL/DNO
00280000000000007fcf,MUR/LWAL/DNO
0028000000000002bdd5,MUR/LWAL/DNO
0028000000000000933e,MUR/LWAL/DNO
"00280000000000009397",MUR/LWAL/DNO
0028000000000001efc7,MUR/LWAL/DNO
0028000000000001efd9,MUR/LWAL/DNO
0028000000000000294d,MUR/LWAL/DNO
0028000000000000295a,MUR/LWAL/DNO
"00280000000000002982",CR/LFINF/DUC
"00280000000000002986",MUR/LWAL/DNO
00280000000000029f8a,MUR/LWAL/DNO
"00280000000000005477",MUR/LWAL/DNO
"00280000000000005485",MUR/LWAL/DNO
0028000000000000548a,MUR/LWAL/DNO
"00280000000000005495",MUR/LWAL/DNO
00280000000000037f30,MUR/LWAL/DNO
00280000000000037fc9,MUR/LWAL/DNO
0028000000000001cf85,MUR/LWAL/DNO
00280000000000037fd9,CR/LFINF/DNO
002800000000000137c9,CR/LFINF/DNO
"002800000000000137e9",MUR/LWAL/DNO
002800000000000137ff,MUR/LWAL/DNO
0028000000000002614b,MUR/LWAL/DNO
"00280000000000013844",MUR/LWAL/DNO
"00280000000000026191",CR/LFINF/DUC
002800000000000261a0,MUR/LWAL/DNO
"002800000000000352d1",MUR/LWAL/DNO
0028000000000001b01c,MUR/LWAL/DNO
"00280000000000035336",MUR/LWAL/DNO
0028000000000001b064,MUR/LWAL/DNO
"00280000000000035363",MUR/LWAL/DNO
"00280000000000035365",MUR/LWAL/DNO
0028000000000003537b,MUR/LWAL/DNO
00280000000000010a4a,CR/LFINF/DNO
00280000000000010a96,MUR/LWAL/DNO
00280000000000010acb,CR/LFINF/DNO
00280000000000010aed,MUR/LWAL/DNO
"00280000000000024153",MUR/LWAL/DNO
00280000000000010b12,CR/LWAL/DUC
00280000000000010b14,MUR/LWAL/DNO
"00280000000000024171",MUR/LWAL/DNO
0028000000000002facd,MUR/LWAL/DNO
0028000000000002fad4,CR/LFINF/DUC
002800000000000326b0,MCF/LWAL/DUC
"00280000000000019111",MCF/LWAL/DNO
002800000000000326be,MUR/LWAL/DNO
"00280000000000019135",MUR/LWAL/DNO
0028000000000003271b,MUR/LWAL/DNO
0028000000000002cd89,MUR/LWAL/DNO
0028000000000002cdbb,MUR/LWAL/DNO
"00280000000000015300",MUR/LWAL/DNO
0028000000000002cdd8,MR/LWAL/DNO
"00280000000000015328",MUR/LWAL/DNO
0028000000000000dc3f,CR/LFINF/DNO
002800000000000221c7,MUR/LWAL/DNO
0028000000000000dc93,MUR/LWAL/DNO
0028000000000000dc9e,CR/LFINF/DUC
0028000000000000dcb4,MUR/LWAL/DNO
0028000000000000dcd1,MUR/LWAL/DNO
002800000000000071f0,MUR/LWAL/DNO
002800000000000071f2,CR/LFINF/DNO
"0028000000000001e315",MUR/LWAL/DNO
"0028000000000001e341",MUR/LWAL/DNO
00280000000000039b80,MUR/LWAL/DNO
0028000000000000ae2c,MUR/LWAL/DNO
0028000000000000ae36,MUR/LWAL/DNO
"00280000000000020241",CR/LFINF/DNO
"00280000000000020251",MUR/LWAL/DNO
"00280000000000020255",MUR/LWAL/DNO
0028000000000000ae48,MUR/LWAL/DNO
0028000000000000ae7f,MUR/LWAL/DNO
0028000000000000ae87,MCF/LWAL/DUC
"00280000000000004544",CR/LFINF/DUC
0028000000000000454d,MUR/LWAL/DNO
"00280000000000029573",CR/LFINF/DUC
"00280000000000004569",CR/LFINF/DUC
00280000000000036efa,MUR/LWAL/DNO
00280000000000036f17,MUR/LWAL/DNO
00280000000000036f37,MUR/LWAL/DNO
00280000000000036f70,CR/LFINF/DNO
00280000000000036f7c,CR/LFINF/DNO
00280000000000036f9b,MUR/LWAL/DNO
00280000000000036fa1,MUR/LWAL/DNO
0028000000000001a441,CR/LFINF/DNO
"00280000000000034275",CR/LFINF/DUC
0028000000000001a49f,MUR/LWAL/DNO
0028000000000003432d,MUR/LWAL/DNO
0028000000000000175d,MUR/LWAL/DNO
"00280000000000001770",MUR/LWAL/DNO
002800000000000017f6,MUR/LWAL/DNO
0028000000000001863c,MUR/LWAL/DNO
"00280000000000031727",MUR/LWAL/DNO
"00280000000000018672",MUR/LWAL/DNO
0028000000000002345e,MUR/LWAL/DNO
"00280000000000023462",MCF/LWAL/DNO
0028000000000000f7b6,MUR/LWAL/DNO
0028000000000000f7f3,CR/LFINF/DNO
0028000000000000f7ff,MUR/LWAL/DNO
0028000000000000f802,CR/LFINF/DNO
002800000000000125ea,MUR/LWAL/DNO
002800000000000254a8,MUR/LWAL/DNO
0028000000000001266d,CR/LFINF/DUC
002800000000000254c7,MUR/LWAL/DNO
002800000000000254ca,CR/LFINF/DNO
0028000000000002ebf1,MUR/LWAL/DNO
0028000000000002ec11,CR/LFINF/DNO
"00280000000000016849",MUR/LWAL/DNO
0028000000000001684a,MUR/LWAL/DNO
